ActorID,emotion,path,arousal,valence,dominance
1001,angry,./AudioWAV/1001_DFA_ANG_XX.wav,0.7205024,0.7447678,0.25767526
1001,disgust,./AudioWAV/1001_DFA_DIS_XX.wav,0.5541848,0.61431986,0.30644992
1001,fear,./AudioWAV/1001_DFA_FEA_XX.wav,0.77607167,0.76743686,0.28847393
1001,happy,./AudioWAV/1001_DFA_HAP_XX.wav,0.74692273,0.74967694,0.3261319
1001,neutral,./AudioWAV/1001_DFA_NEU_XX.wav,0.44588983,0.5220337,0.30652332
1001,sad,./AudioWAV/1001_DFA_SAD_XX.wav,0.40738475,0.4726041,0.3017808
1001,angry,./AudioWAV/1001_IEO_ANG_HI.wav,0.5507751,0.60220635,0.47046137
1001,angry,./AudioWAV/1001_IEO_ANG_LO.wav,0.4013176,0.48939544,0.45157832
1001,angry,./AudioWAV/1001_IEO_ANG_MD.wav,0.38176712,0.4871914,0.42108995
1001,disgust,./AudioWAV/1001_IEO_DIS_HI.wav,0.5671004,0.58581936,0.48363698
1001,disgust,./AudioWAV/1001_IEO_DIS_LO.wav,0.26949078,0.35405138,0.39128137
1001,disgust,./AudioWAV/1001_IEO_DIS_MD.wav,0.39995614,0.4699661,0.48833838
1001,fear,./AudioWAV/1001_IEO_FEA_HI.wav,0.659068,0.6436125,0.46494326
1001,fear,./AudioWAV/1001_IEO_FEA_LO.wav,0.4383461,0.49228555,0.47534737
1001,fear,./AudioWAV/1001_IEO_FEA_MD.wav,0.59041405,0.6024525,0.54596263
1001,happy,./AudioWAV/1001_IEO_HAP_HI.wav,0.7163567,0.7269728,0.50098425
1001,happy,./AudioWAV/1001_IEO_HAP_LO.wav,0.44125167,0.47122708,0.5669332
1001,happy,./AudioWAV/1001_IEO_HAP_MD.wav,0.6028006,0.6145571,0.60573
1001,neutral,./AudioWAV/1001_IEO_NEU_XX.wav,0.2708999,0.356424,0.48337078
1001,sad,./AudioWAV/1001_IEO_SAD_HI.wav,0.2979454,0.38651508,0.40577686
1001,sad,./AudioWAV/1001_IEO_SAD_LO.wav,0.27324483,0.37203115,0.50624406
1001,sad,./AudioWAV/1001_IEO_SAD_MD.wav,0.24483679,0.35210103,0.42076808
1001,angry,./AudioWAV/1001_IOM_ANG_XX.wav,0.58242977,0.6196635,0.4817543
1001,disgust,./AudioWAV/1001_IOM_DIS_XX.wav,0.39435863,0.45742482,0.46334264
1001,fear,./AudioWAV/1001_IOM_FEA_XX.wav,0.46198347,0.55978286,0.48812512
1001,happy,./AudioWAV/1001_IOM_HAP_XX.wav,0.64340574,0.64559466,0.5754101
1001,neutral,./AudioWAV/1001_IOM_NEU_XX.wav,0.3367015,0.4255516,0.50762856
1001,sad,./AudioWAV/1001_IOM_SAD_XX.wav,0.34481597,0.44462034,0.462595
1001,angry,./AudioWAV/1001_ITH_ANG_XX.wav,0.5596252,0.60198987,0.434951
1001,disgust,./AudioWAV/1001_ITH_DIS_XX.wav,0.51172197,0.57485235,0.36711985
1001,fear,./AudioWAV/1001_ITH_FEA_XX.wav,0.70171607,0.67960393,0.42447174
1001,happy,./AudioWAV/1001_ITH_HAP_XX.wav,0.5570252,0.58889014,0.3996897
1001,neutral,./AudioWAV/1001_ITH_NEU_XX.wav,0.31838828,0.39338875,0.4226551
1001,sad,./AudioWAV/1001_ITH_SAD_XX.wav,0.27175453,0.3690158,0.37300104
1001,angry,./AudioWAV/1001_ITS_ANG_XX.wav,0.4752315,0.5559981,0.39359835
1001,disgust,./AudioWAV/1001_ITS_DIS_XX.wav,0.40368116,0.48946506,0.45327199
1001,fear,./AudioWAV/1001_ITS_FEA_XX.wav,0.69296557,0.6896339,0.48326424
1001,happy,./AudioWAV/1001_ITS_HAP_XX.wav,0.77062315,0.74610275,0.5971333
1001,neutral,./AudioWAV/1001_ITS_NEU_XX.wav,0.33438706,0.43425477,0.47467023
1001,sad,./AudioWAV/1001_ITS_SAD_XX.wav,0.22965287,0.35221714,0.40476942
1001,angry,./AudioWAV/1001_IWL_ANG_XX.wav,0.5661051,0.63834643,0.550262
1001,disgust,./AudioWAV/1001_IWL_DIS_XX.wav,0.42473695,0.52136374,0.61570394
1001,fear,./AudioWAV/1001_IWL_FEA_XX.wav,0.75076026,0.743906,0.49172902
1001,happy,./AudioWAV/1001_IWL_HAP_XX.wav,0.6996617,0.7143472,0.6549716
1001,neutral,./AudioWAV/1001_IWL_NEU_XX.wav,0.42399037,0.51578945,0.523695
1001,sad,./AudioWAV/1001_IWL_SAD_XX.wav,0.32548133,0.44134063,0.5142399
1001,angry,./AudioWAV/1001_IWW_ANG_XX.wav,0.53179467,0.5942213,0.44246215
1001,disgust,./AudioWAV/1001_IWW_DIS_XX.wav,0.43057936,0.512499,0.46456063
1001,fear,./AudioWAV/1001_IWW_FEA_XX.wav,0.5884524,0.61822516,0.5695724
1001,happy,./AudioWAV/1001_IWW_HAP_XX.wav,0.49360418,0.54232657,0.4981548
1001,neutral,./AudioWAV/1001_IWW_NEU_XX.wav,0.38093424,0.46703237,0.43414235
1001,sad,./AudioWAV/1001_IWW_SAD_XX.wav,0.33599564,0.44496712,0.44733474
1001,angry,./AudioWAV/1001_MTI_ANG_XX.wav,0.42741337,0.50168025,0.35181633
1001,disgust,./AudioWAV/1001_MTI_DIS_XX.wav,0.3718645,0.44033593,0.40307975
1001,fear,./AudioWAV/1001_MTI_FEA_XX.wav,0.6142101,0.62414455,0.44545966
1001,happy,./AudioWAV/1001_MTI_HAP_XX.wav,0.60965216,0.598536,0.46195185
1001,neutral,./AudioWAV/1001_MTI_NEU_XX.wav,0.41919538,0.48112512,0.461617
1001,sad,./AudioWAV/1001_MTI_SAD_XX.wav,0.29217044,0.39216945,0.39956543
1001,angry,./AudioWAV/1001_TAI_ANG_XX.wav,0.47913215,0.5374471,0.48726177
1001,disgust,./AudioWAV/1001_TAI_DIS_XX.wav,0.43477052,0.50877523,0.5277294
1001,fear,./AudioWAV/1001_TAI_FEA_XX.wav,0.66132945,0.67091215,0.56769174
1001,happy,./AudioWAV/1001_TAI_HAP_XX.wav,0.5476491,0.57437104,0.5447341
1001,neutral,./AudioWAV/1001_TAI_NEU_XX.wav,0.3120247,0.40414742,0.46552834
1001,sad,./AudioWAV/1001_TAI_SAD_XX.wav,0.18526536,0.30673164,0.3991482
1001,angry,./AudioWAV/1001_TIE_ANG_XX.wav,0.39985225,0.5014749,0.3422134
1001,disgust,./AudioWAV/1001_TIE_DIS_XX.wav,0.40250027,0.47421828,0.37420893
1001,fear,./AudioWAV/1001_TIE_FEA_XX.wav,0.5426686,0.57465374,0.36775637
1001,happy,./AudioWAV/1001_TIE_HAP_XX.wav,0.5571504,0.6042776,0.38974872
1001,neutral,./AudioWAV/1001_TIE_NEU_XX.wav,0.32186517,0.4040203,0.40349552
1001,sad,./AudioWAV/1001_TIE_SAD_XX.wav,0.18422188,0.30480295,0.32466492
1001,angry,./AudioWAV/1001_TSI_ANG_XX.wav,0.537481,0.5838696,0.27136087
1001,disgust,./AudioWAV/1001_TSI_DIS_XX.wav,0.38376492,0.45510817,0.23389982
1001,fear,./AudioWAV/1001_TSI_FEA_XX.wav,0.7531315,0.70833063,0.27194774
1001,happy,./AudioWAV/1001_TSI_HAP_XX.wav,0.66193134,0.65345883,0.27345374
1001,neutral,./AudioWAV/1001_TSI_NEU_XX.wav,0.329293,0.4240868,0.24213281
1001,sad,./AudioWAV/1001_TSI_SAD_XX.wav,0.28495932,0.35354537,0.20768292
1001,angry,./AudioWAV/1001_WSI_ANG_XX.wav,0.6397704,0.66959053,0.35528946
1001,disgust,./AudioWAV/1001_WSI_DIS_XX.wav,0.48447713,0.57273686,0.49329874
1001,fear,./AudioWAV/1001_WSI_FEA_XX.wav,0.75832766,0.7361641,0.4243273
1001,happy,./AudioWAV/1001_WSI_HAP_XX.wav,0.6942884,0.6849396,0.4299661
1001,neutral,./AudioWAV/1001_WSI_NEU_XX.wav,0.46840054,0.5446318,0.4977079
1001,sad,./AudioWAV/1001_WSI_SAD_XX.wav,0.4110744,0.50812185,0.44156235
1002,angry,./AudioWAV/1002_DFA_ANG_XX.wav,0.99761665,0.940397,0.21157412
1002,disgust,./AudioWAV/1002_DFA_DIS_XX.wav,0.7273455,0.69003165,0.17379887
1002,fear,./AudioWAV/1002_DFA_FEA_XX.wav,0.7245324,0.685102,0.2210556
1002,happy,./AudioWAV/1002_DFA_HAP_XX.wav,0.7580063,0.705423,0.3278635
1002,neutral,./AudioWAV/1002_DFA_NEU_XX.wav,0.5023291,0.53336537,0.22532706
1002,sad,./AudioWAV/1002_DFA_SAD_XX.wav,0.36496657,0.4057205,0.234032
1002,angry,./AudioWAV/1002_IEO_ANG_HI.wav,0.63151336,0.65277237,0.45953217
1002,angry,./AudioWAV/1002_IEO_ANG_LO.wav,0.71626264,0.7019818,0.5149329
1002,angry,./AudioWAV/1002_IEO_ANG_MD.wav,0.6941128,0.6873797,0.4497248
1002,disgust,./AudioWAV/1002_IEO_DIS_HI.wav,0.3709609,0.38506067,0.37270528
1002,disgust,./AudioWAV/1002_IEO_DIS_LO.wav,0.43004113,0.4757617,0.3858108
1002,disgust,./AudioWAV/1002_IEO_DIS_MD.wav,0.76668805,0.7070253,0.5082353
1002,fear,./AudioWAV/1002_IEO_FEA_HI.wav,0.54430693,0.52372175,0.39774445
1002,fear,./AudioWAV/1002_IEO_FEA_LO.wav,0.39234394,0.4144323,0.43211317
1002,fear,./AudioWAV/1002_IEO_FEA_MD.wav,0.41042513,0.45427984,0.37569487
1002,happy,./AudioWAV/1002_IEO_HAP_HI.wav,0.55650115,0.57358044,0.46432492
1002,happy,./AudioWAV/1002_IEO_HAP_LO.wav,0.44608593,0.49568248,0.45490125
1002,happy,./AudioWAV/1002_IEO_HAP_MD.wav,0.4484412,0.49092597,0.43697074
1002,neutral,./AudioWAV/1002_IEO_NEU_XX.wav,0.35493684,0.40648115,0.38697296
1002,sad,./AudioWAV/1002_IEO_SAD_HI.wav,0.32949746,0.32648128,0.41411275
